segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,drainage_efficiency,rainfall_per_return_period,simplified_risks
SEG-00765,"Bogotá, Colombia",Borough West,4.781346,-74.199324,CAT-164,64.18,SRTM_3arc,Roads,B,6.38,65.8,CurbInlet,ERA5,29.4,5,monitor,0.09550898203592814,5.88,Low Risk
SEG-00766,"Hanoi, Vietnam",Zone VIII,21.034645,105.803475,CAT-043,32.21,Copernicus_GLO-90_v2022,Industrial,B,5.25,96.6,CurbInlet,ERA5,48.1,50,monitor,0.05379098360655738,0.9620000000000001,Low Risk
SEG-00767,"Delhi, India",District 5,28.711049,77.208686,CAT-050,92.67,SRTM_3arc,Informal,D,6.52,213.5,CurbInlet,Blended,36.3,2,monitor,0.030396270396270395,18.15,Low Risk
SEG-00768,"New York, USA",District 13,40.757452,-74.069899,CAT-054,6.05,Copernicus_EEA-10_v5,Institutional,C,3.22,187.4,OpenChannel,ERA5,32.4,5,low_lying,0.017091295116772823,6.4799999999999995,Medium Risk
SEG-00769,"Chennai, India",Borough Hillside,13.107102,80.337919,CAT-122,3.42,SRTM_1arc,Commercial,C,5.5,158.2,CurbInlet,Blended,122.1,50,ponding_hotspot|extreme_rain_history|low_lying,0.03454773869346734,2.4419999999999997,High Risk
SEG-00770,"Istanbul, Türkiye",District 14,41.026182,28.924288,CAT-081,50.7,SRTM_1arc,Industrial,D,10.26,91.69999999999999,CurbInlet,ERA5,32.7,25,monitor,0.11067961165048545,1.308,Low Risk
SEG-00771,"Brisbane, Australia",Ward D,-27.485765,152.902917,CAT-160,28.06,Copernicus_EEA-10_v5,Roads,A,8.22,4.0,CurbInlet,Blended,42.7,10,monitor,1.6440000000000001,4.2700000000000005,Low Risk
SEG-00772,"Singapore, Singapore",Sector 2,1.38379,103.770525,CAT-123,7.61,Copernicus_EEA-10_v5,Commercial,B,5.68,52.4,Manhole,ERA5,150.0,50,ponding_hotspot|extreme_rain_history|low_lying,0.10636704119850186,3.0,High Risk
SEG-00773,"Ahmedabad, India",Borough West,23.134443,72.507367,CAT-026,-3.0,Copernicus_EEA-10_v5,Residential,B,4.19,110.8,GratedInlet,Blended,12.0,2,low_lying,0.03747763864042934,6.0,Medium Risk
SEG-00774,"Auckland, New Zealand",District 6,-36.905828,174.778975,CAT-147,86.77,SRTM_1arc,Mixed,D,8.36,63.0,Manhole,ERA5,20.4,2,monitor,0.130625,10.2,Low Risk
SEG-00775,"Cape Town, South Africa",Zone V,-33.968261,18.466638,CAT-131,243.51,Copernicus_EEA-10_v5,Roads,C,8.1,57.7,OpenChannel,Blended,17.1,100,monitor,0.13798977853492334,0.171,Low Risk
SEG-00776,"Durban, South Africa",Borough East,-29.679394,31.058998,CAT-075,15.26,SRTM_1arc,Green,B,1.54,225.0,OpenChannel,LocalGauge,43.9,25,sparse_drainage,0.006814159292035399,1.756,Medium Risk
SEG-00777,"Hamburg, Germany",District 23,53.462697,10.070491,CAT-047,53.2,Copernicus_GLO-30_v2023,Roads,A,10.8,74.1,Manhole,ERA5,12.4,25,monitor,0.1438082556591212,0.496,Low Risk
SEG-00778,"Mumbai, India",Zone VII,18.993732,72.833841,CAT-168,2.42,Copernicus_GLO-30_v2023,Residential,D,7.53,72.9,OpenChannel,ERA5,62.7,50,ponding_hotspot|low_lying,0.10189445196211096,1.254,High Risk
SEG-00779,"Shanghai, China",Zone III,31.18297,121.49218,CAT-178,5.88,SRTM_1arc,Residential,C,5.19,48.1,Manhole,Blended,34.9,2,low_lying,0.10570264765784114,17.45,Medium Risk
SEG-00780,"New York, USA",Borough Hillside,40.889908,-74.02131,CAT-160,11.88,SRTM_3arc,Commercial,A,8.3,67.8,Manhole,ERA5,22.7,5,monitor,0.12063953488372095,4.54,Low Risk
SEG-00781,"Kuala Lumpur, Malaysia",Zone VII,3.037505,101.611958,CAT-068,-3.0,Copernicus_EEA-10_v5,Residential,B,3.09,18.7,CurbInlet,ERA5,64.5,50,ponding_hotspot|low_lying,0.15685279187817258,1.29,High Risk
SEG-00782,"Durban, South Africa",Zone III,-29.9059,30.969008,CAT-118,96.15,Copernicus_GLO-90_v2022,Institutional,B,3.51,323.1,GratedInlet,LocalGauge,37.1,10,monitor,0.010829990743597653,3.71,Low Risk
SEG-00783,"Paris, France",Zone IX,48.91237,2.42309,CAT-139,25.130000000000003,Copernicus_EEA-10_v5,Commercial,D,5.93,124.8,GratedInlet,LocalGauge,47.4,25,monitor,0.04713831478537361,1.896,Low Risk
SEG-00784,"Lima, Peru",Borough West,-12.031356,-76.950794,CAT-077,39.63,Copernicus_GLO-30_v2023,Residential,D,7.78,146.8,CurbInlet,Blended,11.8,10,monitor,0.05263870094722598,1.1800000000000002,Low Risk
SEG-00785,"Tehran, Iran",Sector 14,35.782901,51.308018,CAT-110,83.34,SRTM_1arc,Commercial,A,5.66,118.9,CurbInlet,LocalGauge,58.9,50,monitor,0.04720600500417014,1.178,Low Risk
SEG-00786,"Shanghai, China",Zone VI,31.364377,121.548792,CAT-095,25.130000000000003,Copernicus_EEA-10_v5,Mixed,C,4.47,88.2,Manhole,ERA5,18.8,5,monitor,0.05011210762331838,3.7600000000000002,Low Risk
SEG-00787,"Bengaluru, India",Ward H,12.910081,77.540188,CAT-137,-3.0,SRTM_1arc,Industrial,C,6.12,89.9,Manhole,ERA5,21.5,5,low_lying,0.06732673267326732,4.3,Medium Risk
SEG-00788,"New Orleans, USA",Sector 24,29.942636,-90.243223,CAT-152,21.62,SRTM_3arc,Commercial,A,4.84,39.0,CurbInlet,ERA5,25.7,10,monitor,0.121,2.57,Low Risk
SEG-00789,"Accra, Ghana",Borough North,5.591793,-0.140785,CAT-034,22.83,SRTM_1arc,Residential,B,2.83,85.3,GratedInlet,IMD,77.2,10,sparse_drainage,0.03279258400926999,7.720000000000001,Medium Risk
SEG-00790,"Tehran, Iran",Zone VII,35.680355,51.299926,CAT-143,38.3,Copernicus_EEA-10_v5,Residential,B,6.25,19.1,GratedInlet,LocalGauge,38.2,5,monitor,0.31094527363184077,7.640000000000001,Low Risk
SEG-00791,"Guangzhou, China",Sector 12,23.200778,113.147624,CAT-091,-1.23,SRTM_1arc,Residential,D,7.14,52.2,CurbInlet,LocalGauge,41.5,100,ponding_hotspot|low_lying|event_2023-12-23,0.13421052631578945,0.415,High Risk
SEG-00792,"Singapore, Singapore",Sector 24,1.374447,103.961276,CAT-066,7.11,SRTM_1arc,Commercial,D,6.83,79.1,Manhole,ERA5,69.7,10,ponding_hotspot|low_lying,0.08526841448189763,6.970000000000001,High Risk
SEG-00793,"Pune, India",Borough South,18.635076,73.799206,CAT-132,48.21,Copernicus_GLO-90_v2022,Green,A,4.75,59.4,Manhole,ERA5,15.1,5,monitor,0.07864238410596026,3.02,Low Risk
SEG-00794,"Amsterdam, Netherlands",Sector 28,52.469471,4.856786,CAT-122,-2.69,Copernicus_GLO-30_v2023,Industrial,D,8.45,43.9,CurbInlet,IMD,37.0,10,ponding_hotspot|low_lying,0.18819599109131402,3.7,High Risk
SEG-00795,"Houston, USA",Sector 7,29.807889,-95.46667,CAT-054,23.13,SRTM_1arc,Residential,D,6.3,142.7,CurbInlet,ERA5,21.4,2,monitor,0.04384133611691023,10.7,Low Risk
SEG-00796,"Bengaluru, India",Ward H,13.060229,77.608438,CAT-025,78.19,SRTM_3arc,Roads,B,5.1,1.0,GratedInlet,ERA5,15.2,2,monitor,2.55,7.6,Low Risk
SEG-00797,"Mexico City, Mexico",District 2,19.509675,-99.140834,CAT-103,61.03,SRTM_3arc,Roads,C,4.13,392.1,OpenChannel,ERA5,65.5,5,monitor,0.010506232510811498,13.1,Low Risk
SEG-00798,"Istanbul, Türkiye",District 21,40.987747,28.969673,CAT-125,56.49,Copernicus_GLO-30_v2023,Green,B,4.75,60.1,Manhole,ERA5,28.7,2,monitor,0.07774140752864157,14.35,Low Risk
SEG-00799,"Mexico City, Mexico",Ward I,19.575712,-99.09631,CAT-156,24.57,Copernicus_GLO-30_v2023,Industrial,B,7.71,48.1,Manhole,ERA5,27.3,25,monitor,0.1570264765784114,1.092,Low Risk
SEG-00800,"Pune, India",District 14,18.575206,73.970498,CAT-127,-3.0,Copernicus_GLO-30_v2023,Commercial,B,7.42,81.9,Manhole,IMD,20.7,10,low_lying,0.08950542822677925,2.07,Medium Risk
SEG-00801,"Singapore, Singapore",Ward E,1.376511,103.86334,CAT-041,8.88,SRTM_1arc,Commercial,C,3.31,136.4,Manhole,LocalGauge,150.0,100,ponding_hotspot|extreme_rain_history,0.024090247452692868,1.5,High Risk
SEG-00802,"Manila, Philippines",Sector 29,14.7408,121.037862,CAT-159,12.4,Copernicus_GLO-30_v2023,Roads,D,3.53,49.3,OpenChannel,ERA5,34.7,2,monitor,0.07017892644135189,17.35,Low Risk
SEG-00803,"Taipei, Taiwan",Sector 27,25.022527,121.475552,CAT-015,29.91,Copernicus_GLO-90_v2022,Industrial,C,4.77,117.9,CurbInlet,ERA5,21.9,2,monitor,0.04011774600504625,10.95,Low Risk
SEG-00804,"Hamburg, Germany",Ward A,53.3908,10.035679,CAT-001,51.76,Copernicus_GLO-90_v2022,Roads,B,10.17,4.3,CurbInlet,IMD,33.5,50,monitor,1.918867924528302,0.67,Low Risk
SEG-00805,"Tehran, Iran",District 8,35.640678,51.315357,CAT-039,82.5,SRTM_3arc,Residential,B,2.38,38.4,CurbInlet,LocalGauge,40.3,5,sparse_drainage,0.06040609137055838,8.059999999999999,Medium Risk
SEG-00806,"Rotterdam, Netherlands",Borough North,51.917783,4.40911,CAT-079,2.33,SRTM_1arc,Residential,D,2.61,91.69999999999999,CurbInlet,ERA5,23.1,10,low_lying|sparse_drainage,0.028155339805825245,2.31,Medium Risk
SEG-00807,"Copenhagen, Denmark",Sector 14,55.632304,12.618777,CAT-139,23.75,SRTM_1arc,Green,D,6.25,256.6,GratedInlet,Blended,27.6,10,monitor,0.024262422360248444,2.7600000000000002,Low Risk
SEG-00808,"Sao Paulo, Brazil",Zone VII,-23.556091,-46.587018,CAT-117,49.41,Copernicus_EEA-10_v5,Roads,A,7.53,91.69999999999999,CurbInlet,ERA5,89.6,2,extreme_rain_history,0.08122977346278318,44.8,High Risk
SEG-00809,"Ahmedabad, India",Borough West,23.056499,72.629412,CAT-013,61.69,Copernicus_EEA-10_v5,Industrial,B,7.45,91.69999999999999,CurbInlet,LocalGauge,20.0,25,monitor,0.08036677454153184,0.8,Low Risk
SEG-00810,"Riyadh, Saudi Arabia",Zone II,24.641361,46.690154,CAT-012,26.41,Copernicus_EEA-10_v5,Residential,B,4.91,32.4,CurbInlet,ERA5,8.5,5,monitor,0.1470059880239521,1.7,Low Risk
SEG-00811,"New Orleans, USA",Sector 29,29.8677,-90.058014,CAT-139,14.44,SRTM_3arc,Residential,B,8.6,150.7,CurbInlet,ERA5,29.7,2,monitor,0.05669083717864206,14.85,Low Risk
SEG-00812,"Hamburg, Germany",District 10,53.469971,10.069403,CAT-050,0.53,Copernicus_EEA-10_v5,Green,B,3.14,274.6,Manhole,ERA5,32.0,25,low_lying,0.011393323657474601,1.28,Medium Risk
SEG-00813,"Ho Chi Minh City, Vietnam",Sector 23,10.890532,106.51306,CAT-095,14.6,SRTM_1arc,Commercial,C,8.47,67.0,Manhole,LocalGauge,90.3,5,extreme_rain_history,0.12455882352941178,18.06,High Risk
SEG-00814,"Istanbul, Türkiye",District 23,40.905096,28.956286,CAT-052,47.02,SRTM_3arc,Commercial,B,5.89,48.6,Manhole,ERA5,16.0,5,monitor,0.11875,3.2,Low Risk
SEG-00815,"Cape Town, South Africa",Ward G,-33.870557,18.472307,CAT-135,183.7,SRTM_3arc,Green,D,1.93,273.6,CurbInlet,Blended,19.9,25,sparse_drainage|event_2022-08-06,0.007028404952658412,0.7959999999999999,Medium Risk
SEG-00816,"Chennai, India",District 26,13.188348,80.350287,CAT-152,12.34,Copernicus_EEA-10_v5,Green,D,3.7,108.8,CurbInlet,IMD,41.5,25,monitor,0.033697632058287796,1.66,Low Risk
SEG-00817,"Lima, Peru",Borough East,-11.98696,-76.957503,CAT-172,61.81,Copernicus_EEA-10_v5,Green,D,2.53,441.6,OpenChannel,ERA5,40.8,5,sparse_drainage,0.005716222322638951,8.16,Medium Risk
SEG-00818,"Riyadh, Saudi Arabia",Sector 7,24.665252,46.638564,CAT-132,72.93,SRTM_3arc,Mixed,B,6.25,102.3,GratedInlet,ERA5,12.4,10,monitor,0.060503388189738626,1.24,Low Risk
SEG-00819,"Philadelphia, USA",Zone VI,39.952134,-75.178309,CAT-038,77.25,Copernicus_EEA-10_v5,Commercial,B,8.14,4.1,Manhole,IMD,26.8,25,monitor,1.5960784313725493,1.072,Low Risk
SEG-00820,"London, UK",Ward D,51.498276,-0.175483,CAT-109,34.99,Copernicus_EEA-10_v5,Residential,A,3.38,114.4,CurbInlet,ERA5,63.0,2,monitor,0.029289428076256497,31.5,Low Risk
SEG-00821,"Riyadh, Saudi Arabia",Ward I,24.679585,46.755747,CAT-059,-3.0,Copernicus_GLO-30_v2023,Roads,B,5.71,87.1,Manhole,ERA5,8.6,10,low_lying,0.06481271282633372,0.86,Medium Risk
SEG-00822,"Kolkata, India",Sector 10,22.595972,88.401311,CAT-064,23.13,SRTM_1arc,Green,D,6.43,57.2,GratedInlet,ERA5,26.3,2,monitor,0.11048109965635738,13.15,Low Risk
SEG-00823,"Brisbane, Australia",Zone I,-27.482592,153.011911,CAT-065,25.130000000000003,Copernicus_EEA-10_v5,Residential,C,5.42,52.8,CurbInlet,LocalGauge,32.4,50,monitor,0.10074349442379182,0.648,Low Risk
SEG-00824,"Tokyo, Japan",Ward I,35.659465,139.605611,CAT-176,-3.0,Copernicus_GLO-90_v2022,Green,A,7.21,319.7,CurbInlet,IMD,43.7,50,low_lying,0.022482070470845026,0.8740000000000001,Medium Risk
SEG-00825,"Washington DC, USA",Zone I,38.914633,-77.001546,CAT-081,70.97,Copernicus_EEA-10_v5,Roads,B,7.61,330.6,OpenChannel,Blended,47.6,5,monitor,0.022949336550060314,9.52,Low Risk
SEG-00826,"Lima, Peru",Sector 24,-11.993655,-77.024442,CAT-096,21.15,Copernicus_GLO-30_v2023,Institutional,A,6.3,129.0,GratedInlet,ERA5,35.9,100,monitor,0.04846153846153846,0.359,Low Risk
SEG-00827,"Osaka, Japan",Ward G,34.611108,135.601162,CAT-024,153.91,Copernicus_GLO-30_v2023,Industrial,C,7.75,439.6,OpenChannel,ERA5,74.0,25,monitor,0.017589650476622785,2.96,Low Risk
SEG-00828,"Buenos Aires, Argentina",Zone III,-34.674195,-58.463025,CAT-032,89.19,Copernicus_GLO-30_v2023,Institutional,C,6.25,248.5,OpenChannel,LocalGauge,21.8,2,monitor,0.025050100200400802,10.9,Low Risk
SEG-00829,"Hanoi, Vietnam",Borough South,21.041748,105.761559,CAT-148,73.01,Copernicus_GLO-30_v2023,Residential,B,5.23,101.5,Manhole,LocalGauge,48.0,25,monitor,0.05102439024390244,1.92,Low Risk
SEG-00830,"Shanghai, China",Ward B,31.389409,121.47089,CAT-109,19.02,Copernicus_EEA-10_v5,Roads,B,7.47,185.8,CurbInlet,LocalGauge,30.3,2,monitor,0.039989293361884365,15.15,Low Risk
SEG-00831,"Houston, USA",District 17,29.763446,-95.204308,CAT-103,57.12,SRTM_1arc,Residential,D,3.66,49.5,Manhole,ERA5,21.1,25,monitor,0.07247524752475248,0.8440000000000001,Low Risk
SEG-00832,"Karachi, Pakistan",Zone IV,24.932233,67.022422,CAT-141,3.04,Copernicus_EEA-10_v5,Residential,C,6.14,371.8,CurbInlet,ERA5,35.4,10,low_lying,0.016469957081545063,3.54,Medium Risk
SEG-00833,"Lima, Peru",Zone VIII,-12.067346,-77.134339,CAT-077,81.9,Copernicus_GLO-90_v2022,Commercial,C,10.87,10.6,CurbInlet,LocalGauge,26.2,50,monitor,0.9370689655172414,0.524,Low Risk
SEG-00834,"Philadelphia, USA",District 4,39.937856,-75.228937,CAT-143,28.33,Copernicus_EEA-10_v5,Roads,B,10.33,65.7,GratedInlet,IMD,35.6,2,monitor,0.15487256371814093,17.8,Low Risk
SEG-00835,"Rotterdam, Netherlands",District 12,51.984869,4.454636,CAT-047,12.3,SRTM_1arc,Residential,B,3.99,91.69999999999999,GratedInlet,LocalGauge,55.2,50,monitor,0.04304207119741101,1.104,Low Risk
SEG-00836,"Kuala Lumpur, Malaysia",Zone VIII,3.24852,101.77501,CAT-089,45.01,SRTM_1arc,Industrial,D,11.51,61.9,OpenChannel,ERA5,73.0,50,monitor,0.18298887122416535,1.46,Low Risk
SEG-00837,"Copenhagen, Denmark",Sector 21,55.631318,12.581618,CAT-086,2.39,SRTM_1arc,Residential,C,8.09,20.6,Manhole,Blended,47.1,50,low_lying|event_2025-05-25,0.374537037037037,0.9420000000000001,Medium Risk
SEG-00838,"Taipei, Taiwan",Ward E,25.08819,121.553027,CAT-110,73.41,Copernicus_EEA-10_v5,Residential,B,3.33,84.2,CurbInlet,ERA5,61.9,2,monitor,0.03908450704225352,30.95,Low Risk
SEG-00839,"Manila, Philippines",Sector 3,14.684029,120.982508,CAT-006,14.78,SRTM_3arc,Informal,A,8.67,109.6,OpenChannel,ERA5,55.8,25,monitor,0.07839059674502713,2.2319999999999998,Low Risk
SEG-00840,"Shenzhen, China",Zone II,22.405906,114.101329,CAT-088,9.54,Copernicus_EEA-10_v5,Commercial,B,6.61,216.0,OpenChannel,ERA5,85.6,10,extreme_rain_history|event_2022-09-24,0.03046082949308756,8.559999999999999,High Risk
SEG-00841,"Brisbane, Australia",District 11,-27.346465,153.009891,CAT-021,65.23,Copernicus_EEA-10_v5,Green,B,3.32,134.6,CurbInlet,IMD,74.8,25,monitor,0.02448377581120944,2.992,Low Risk
SEG-00842,"Chennai, India",District 25,13.234755,80.281603,CAT-045,6.88,Copernicus_GLO-30_v2023,Water,A,5.72,91.69999999999999,OpenChannel,LocalGauge,52.9,25,low_lying,0.06170442286947142,2.116,Medium Risk
SEG-00843,"Ho Chi Minh City, Vietnam",Borough South,10.787952,106.580353,CAT-005,2.07,Copernicus_GLO-90_v2022,Institutional,C,7.41,382.3,CurbInlet,ERA5,46.2,50,low_lying,0.019332115836159666,0.924,Medium Risk
SEG-00844,"Mumbai, India",Borough East,18.936852,72.829707,CAT-148,19.94,Copernicus_GLO-90_v2022,Roads,A,5.04,177.7,OpenChannel,LocalGauge,65.7,10,monitor,0.02820369334079463,6.57,Low Risk
SEG-00845,"Copenhagen, Denmark",Sector 1,55.674157,12.552691,CAT-143,10.95,Copernicus_GLO-30_v2023,Commercial,C,7.49,155.9,CurbInlet,ERA5,39.0,5,monitor,0.047737412364563414,7.8,Low Risk
SEG-00846,"Osaka, Japan",Sector 27,34.668148,135.467984,CAT-111,88.93,Copernicus_GLO-30_v2023,Mixed,B,8.44,31.7,CurbInlet,Blended,26.9,50,monitor,0.2581039755351682,0.5379999999999999,Low Risk
SEG-00847,"Singapore, Singapore",Ward A,1.440947,103.795449,CAT-148,21.63,SRTM_1arc,Roads,A,7.11,147.4,OpenChannel,ERA5,55.2,2,monitor,0.047911051212938004,27.6,Low Risk
SEG-00848,"Rotterdam, Netherlands",Borough Harbor,51.836494,4.494686,CAT-037,13.08,SRTM_1arc,Commercial,D,8.59,96.5,Manhole,ERA5,19.2,10,monitor,0.0881025641025641,1.92,Low Risk
SEG-00849,"Bengaluru, India",Borough North,12.962712,77.613952,CAT-080,25.130000000000003,Copernicus_GLO-30_v2023,Water,A,4.07,19.7,OpenChannel,ERA5,54.2,2,monitor,0.19661835748792272,27.1,Low Risk
SEG-00850,"Pune, India",Ward J,18.662988,74.089304,CAT-139,40.74,Copernicus_GLO-30_v2023,Green,D,6.25,165.8,CurbInlet,ERA5,27.3,25,monitor,0.037470023980815344,1.092,Low Risk
SEG-00851,"Barcelona, Spain",Zone VIII,41.337527,2.162418,CAT-063,-1.72,SRTM_1arc,Roads,A,8.33,98.9,CurbInlet,Blended,41.1,2,low_lying,0.08338338338338339,20.55,Medium Risk
SEG-00852,"Karachi, Pakistan",Ward I,24.892184,67.076192,CAT-069,33.15,Copernicus_EEA-10_v5,Residential,B,5.77,185.0,Manhole,IMD,15.5,100,monitor,0.031021505376344082,0.155,Low Risk
SEG-00853,"Nairobi, Kenya",Borough Delta,-1.390578,36.906604,CAT-114,53.41,SRTM_3arc,Green,C,6.61,688.8,CurbInlet,LocalGauge,42.5,25,monitor,0.009582487677587707,1.7,Low Risk
SEG-00854,"Miami, USA",Sector 26,25.514165,-80.337782,CAT-159,3.91,SRTM_1arc,Roads,D,9.57,33.0,GratedInlet,ERA5,104.2,5,ponding_hotspot|extreme_rain_history|low_lying,0.28147058823529414,20.84,High Risk
SEG-00855,"Seoul, South Korea",Sector 30,37.554769,127.019884,CAT-124,63.2,Copernicus_GLO-30_v2023,Institutional,B,3.57,106.9,GratedInlet,IMD,22.9,2,monitor,0.03308619091751622,11.45,Low Risk
SEG-00856,"Bogotá, Colombia",Ward F,4.72376,-74.159818,CAT-179,-3.0,Copernicus_EEA-10_v5,Residential,B,6.25,96.4,Manhole,ERA5,21.1,50,low_lying,0.06416837782340862,0.42200000000000004,Medium Risk
SEG-00857,"Lima, Peru",Zone IV,-12.017529,-76.983358,CAT-179,31.07,Copernicus_GLO-30_v2023,Roads,B,6.25,20.3,GratedInlet,Blended,30.1,50,monitor,0.2934272300469484,0.602,Low Risk
SEG-00858,"Sydney, Australia",Borough Delta,-33.85822,151.097908,CAT-177,4.43,SRTM_3arc,Green,A,6.25,314.1,OpenChannel,ERA5,26.3,5,low_lying,0.019834973024436684,5.26,Medium Risk
SEG-00859,"New Orleans, USA",Borough Hillside,30.105616,-90.054217,CAT-014,8.17,SRTM_1arc,Commercial,B,4.15,91.69999999999999,OpenChannel,ERA5,27.4,2,monitor,0.04476806903991371,13.7,Low Risk
SEG-00860,"Paris, France",Ward B,48.794752,2.461056,CAT-079,46.27,Copernicus_GLO-30_v2023,Commercial,B,8.49,148.6,GratedInlet,ERA5,29.6,10,monitor,0.056751336898395725,2.96,Low Risk
SEG-00861,"Paris, France",Zone VIII,48.804512,2.353269,CAT-044,79.22,Copernicus_GLO-30_v2023,Residential,C,6.99,154.5,CurbInlet,IMD,33.3,5,monitor,0.044951768488745984,6.659999999999999,Low Risk
SEG-00862,"New York, USA",Borough Old Town,40.686698,-74.090619,CAT-149,67.85,SRTM_1arc,Commercial,B,5.31,142.5,Manhole,ERA5,17.6,5,monitor,0.037003484320557486,3.5200000000000005,Low Risk
SEG-00863,"Ahmedabad, India",Ward G,22.898055,72.540289,CAT-159,73.9,Copernicus_GLO-30_v2023,Green,B,3.76,76.5,GratedInlet,LocalGauge,50.7,10,monitor,0.04851612903225806,5.07,Low Risk
SEG-00864,"Sydney, Australia",Borough West,-33.933994,151.293151,CAT-168,18.09,SRTM_1arc,Institutional,C,4.63,30.0,OpenChannel,LocalGauge,41.1,5,monitor,0.14935483870967742,8.22,Low Risk
SEG-00865,"Mexico City, Mexico",Borough Harbor,19.352517,-99.186477,CAT-173,68.77,Copernicus_GLO-30_v2023,Roads,A,8.68,3.9,CurbInlet,ERA5,46.1,100,monitor,1.7714285714285714,0.461,Low Risk
SEG-00866,"Paris, France",Ward C,48.740994,2.279908,CAT-058,101.21,Copernicus_GLO-30_v2023,Roads,B,4.93,111.4,Manhole,ERA5,26.3,2,monitor,0.043861209964412805,13.15,Low Risk
SEG-00867,"Mumbai, India",Zone VIII,19.087989,72.896894,CAT-059,20.51,SRTM_3arc,Commercial,D,8.35,75.0,Manhole,LocalGauge,58.3,25,monitor,0.10986842105263157,2.332,Low Risk
SEG-00868,"Rio de Janeiro, Brazil",Zone IV,-22.929879,-43.062853,CAT-059,2.8,SRTM_3arc,Residential,A,6.25,1.4,CurbInlet,Blended,58.8,10,low_lying,2.604166666666667,5.88,Medium Risk
SEG-00869,"Tehran, Iran",District 19,35.781993,51.284404,CAT-132,86.53,Copernicus_GLO-30_v2023,Industrial,B,6.34,149.1,OpenChannel,LocalGauge,49.4,50,monitor,0.04223850766155896,0.988,Low Risk
SEG-00870,"San Francisco, USA",District 8,37.725868,-122.370136,CAT-037,199.87,SRTM_1arc,Residential,B,4.02,185.8,OpenChannel,ERA5,15.1,5,monitor,0.021520342612419696,3.02,Low Risk
SEG-00871,"Manila, Philippines",Sector 14,14.523032,121.037338,CAT-095,7.73,Copernicus_GLO-30_v2023,Residential,B,8.41,263.9,OpenChannel,ERA5,65.2,5,low_lying,0.031747829369573426,13.040000000000001,Medium Risk
SEG-00872,"Guangzhou, China",Zone IV,23.018796,113.181516,CAT-015,-3.0,Copernicus_GLO-30_v2023,Roads,B,3.88,163.3,CurbInlet,LocalGauge,71.6,50,ponding_hotspot|low_lying,0.023615337796713327,1.432,High Risk
SEG-00873,"Hamburg, Germany",Ward F,53.574231,9.907241,CAT-017,85.98,SRTM_1arc,Roads,B,10.67,198.8,OpenChannel,ERA5,64.4,5,monitor,0.0534034034034034,12.88,Low Risk
SEG-00874,"Lima, Peru",Zone VIII,-12.097714,-77.149043,CAT-163,40.47,Copernicus_EEA-10_v5,Water,D,5.99,218.3,CurbInlet,ERA5,60.9,2,monitor,0.027314181486548107,30.45,Low Risk
SEG-00875,"Rotterdam, Netherlands",District 6,51.953381,4.489087,CAT-109,5.14,Copernicus_EEA-10_v5,Green,B,5.79,290.9,Manhole,ERA5,19.3,2,low_lying,0.01983556012332991,9.65,Medium Risk
SEG-00876,"New Orleans, USA",Borough West,30.059895,-90.00645,CAT-050,15.63,SRTM_3arc,Mixed,A,7.92,48.4,GratedInlet,LocalGauge,26.8,50,monitor,0.16032388663967612,0.536,Low Risk
SEG-00877,"Pune, India",Sector 19,18.515805,73.893303,CAT-001,69.12,Copernicus_GLO-30_v2023,Commercial,D,9.22,108.4,CurbInlet,ERA5,22.0,10,monitor,0.08427787934186472,2.2,Low Risk
SEG-00878,"Washington DC, USA",Sector 8,38.849125,-77.025252,CAT-126,-3.0,Copernicus_GLO-30_v2023,Green,A,6.88,172.3,Manhole,IMD,51.2,2,low_lying,0.03969994229659549,25.6,Medium Risk
SEG-00879,"Montreal, Canada",Borough Delta,45.378225,-73.588294,CAT-086,112.91,SRTM_1arc,Roads,C,6.66,131.9,Manhole,ERA5,20.3,25,monitor,0.05011286681715575,0.812,Low Risk
SEG-00880,"Riyadh, Saudi Arabia",District 18,24.761389,46.618214,CAT-054,78.55,Copernicus_GLO-30_v2023,Roads,B,6.25,191.1,Manhole,IMD,14.1,2,monitor,0.0325351379489849,7.05,Low Risk
SEG-00881,"Houston, USA",District 1,29.69263,-95.42272,CAT-138,57.47,SRTM_3arc,Institutional,D,7.31,144.8,Manhole,Blended,42.1,5,monitor,0.050137174211248275,8.42,Low Risk
SEG-00882,"Lagos, Nigeria",District 9,6.530401,3.366467,CAT-105,12.85,Copernicus_EEA-10_v5,Green,B,2.34,190.3,OpenChannel,ERA5,58.5,50,sparse_drainage|event_2023-02-13,0.012232096184004181,1.17,Medium Risk
SEG-00883,"Hong Kong, China",Borough Harbor,22.322034,114.254569,CAT-159,1.49,Copernicus_GLO-30_v2023,Green,B,2.01,220.4,CurbInlet,Blended,86.9,25,ponding_hotspot|extreme_rain_history|low_lying|sparse_drainage|event_2022-08-02,0.009078590785907857,3.4760000000000004,High Risk
SEG-00884,"Sao Paulo, Brazil",Zone II,-23.435681,-46.695501,CAT-010,53.23,Copernicus_GLO-90_v2022,Roads,B,6.25,8.5,CurbInlet,Blended,58.5,5,monitor,0.6578947368421053,11.7,Low Risk
