city_name,latitude,longitude,elevation_m,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,historical_rainfall_intensity_mm_hr,return_period_years,drainage_efficiency,rainfall_per_return_period,simplified_risks
"Delhi, India",28.628947,77.212775,89.56,Institutional,C,3.31,235.3,Manhole,49.1,2,0.014007617435463393,24.55,Low Risk
"Washington DC, USA",38.991091,-77.055597,25.130000000000003,Roads,D,6.25,128.7,CurbInlet,39.9,10,0.0481881264456438,3.9899999999999998,Low Risk
"Colombo, Sri Lanka",7.003586,79.894333,25.130000000000003,Mixed,D,9.43,356.6,OpenChannel,129.3,100,0.026370246085011182,1.2930000000000001,High Risk
"Colombo, Sri Lanka",7.008992,79.798521,6.59,Roads,A,9.16,78.1,CurbInlet,71.6,10,0.11580278128950697,7.159999999999999,Medium Risk
"Colombo, Sri Lanka",6.945088,79.775974,8.48,Green,D,3.42,91.69999999999999,CurbInlet,63.3,5,0.03689320388349515,12.66,Low Risk
"Rotterdam, Netherlands",51.858138,4.399197,9.04,Residential,B,8.49,27.4,CurbInlet,35.1,5,0.29894366197183103,7.0200000000000005,Low Risk
"Cape Town, South Africa",-33.940071,18.372848,23.8,Green,B,4.35,274.4,CurbInlet,55.7,10,0.01579520697167756,5.57,Low Risk
"Vancouver, Canada",49.28578,-123.149075,15.56,Commercial,B,5.68,91.69999999999999,Manhole,53.1,10,0.06127292340884574,5.3100000000000005,Low Risk
"Hamburg, Germany",53.537167,10.10649,79.62,Green,A,2.96,184.6,OpenChannel,32.1,10,0.015948275862068966,3.21,Medium Risk
"Rome, Italy",41.890968,12.557779,46.83,Roads,D,10.45,51.5,Manhole,63.4,25,0.19904761904761903,2.536,Low Risk
"Montreal, Canada",45.483509,-73.597431,51.85,Roads,C,7.32,36.9,Manhole,29.1,5,0.19313984168865436,5.82,Low Risk
"Delhi, India",28.538543,77.194478,35.82,Residential,D,7.58,157.6,CurbInlet,74.5,5,0.04779319041614124,14.9,Low Risk
"Durban, South Africa",-29.771723,30.974719,72.82,Commercial,C,7.08,75.6,Manhole,26.5,2,0.09242819843342037,13.25,Low Risk
"Kuala Lumpur, Malaysia",3.129055,101.770517,9.86,Roads,B,10.19,60.5,GratedInlet,87.8,50,0.1656910569105691,1.756,High Risk
"Brisbane, Australia",-27.507908,153.011252,10.72,Residential,B,7.99,163.6,CurbInlet,27.6,2,0.04854191980558931,13.8,Low Risk
"Manila, Philippines",14.506927,121.040289,23.56,Green,C,4.46,369.8,OpenChannel,95.9,10,0.012028047464940668,9.59,High Risk
"Hamburg, Germany",53.458456,10.003259,42.17,Commercial,C,5.94,56.6,GratedInlet,37.8,10,0.10312500000000001,3.78,Low Risk
"Shenzhen, China",22.606117,114.095235,1.72,Commercial,B,5.97,24.2,Manhole,69.5,2,0.2369047619047619,34.75,Medium Risk
"Ho Chi Minh City, Vietnam",10.849732,106.662603,25.130000000000003,Residential,B,2.81,87.0,Manhole,37.4,2,0.03193181818181818,18.7,Medium Risk
"Bengaluru, India",12.990622,77.593824,25.130000000000003,Commercial,D,5.91,75.9,Manhole,27.0,2,0.07685305591677503,13.5,Low Risk
"Vancouver, Canada",49.279911,-123.109501,11.8,Roads,C,9.48,90.4,Manhole,11.9,25,0.1037199124726477,0.47600000000000003,Low Risk
"New Orleans, USA",29.922575,-90.133756,12.75,Green,A,2.28,29.2,CurbInlet,20.9,100,0.07549668874172184,0.209,Medium Risk
"Bogotá, Colombia",4.781346,-74.199324,64.18,Roads,B,6.38,65.8,CurbInlet,29.4,5,0.09550898203592814,5.88,Low Risk
"Hanoi, Vietnam",21.034645,105.803475,32.21,Industrial,B,5.25,96.6,CurbInlet,48.1,50,0.05379098360655738,0.9620000000000001,Low Risk
"Delhi, India",28.711049,77.208686,92.67,Informal,D,6.52,213.5,CurbInlet,36.3,2,0.030396270396270395,18.15,Low Risk
"New York, USA",40.757452,-74.069899,6.05,Institutional,C,3.22,187.4,OpenChannel,32.4,5,0.017091295116772823,6.4799999999999995,Medium Risk
"Chennai, India",13.107102,80.337919,3.42,Commercial,C,5.5,158.2,CurbInlet,122.1,50,0.03454773869346734,2.4419999999999997,High Risk
"Istanbul, Türkiye",41.026182,28.924288,50.7,Industrial,D,10.26,91.69999999999999,CurbInlet,32.7,25,0.11067961165048545,1.308,Low Risk
"Brisbane, Australia",-27.485765,152.902917,28.06,Roads,A,8.22,4.0,CurbInlet,42.7,10,1.6440000000000001,4.2700000000000005,Low Risk
"Singapore, Singapore",1.38379,103.770525,7.61,Commercial,B,5.68,52.4,Manhole,150.0,50,0.10636704119850186,3.0,High Risk
"Ahmedabad, India",23.134443,72.507367,-3.0,Residential,B,4.19,110.8,GratedInlet,12.0,2,0.03747763864042934,6.0,Medium Risk
"Auckland, New Zealand",-36.905828,174.778975,86.77,Mixed,D,8.36,63.0,Manhole,20.4,2,0.130625,10.2,Low Risk
"Cape Town, South Africa",-33.968261,18.466638,243.51,Roads,C,8.1,57.7,OpenChannel,17.1,100,0.13798977853492334,0.171,Low Risk
"Durban, South Africa",-29.679394,31.058998,15.26,Green,B,1.54,225.0,OpenChannel,43.9,25,0.006814159292035399,1.756,Medium Risk
"Hamburg, Germany",53.462697,10.070491,53.2,Roads,A,10.8,74.1,Manhole,12.4,25,0.1438082556591212,0.496,Low Risk
"Mumbai, India",18.993732,72.833841,2.42,Residential,D,7.53,72.9,OpenChannel,62.7,50,0.10189445196211096,1.254,High Risk
"Shanghai, China",31.18297,121.49218,5.88,Residential,C,5.19,48.1,Manhole,34.9,2,0.10570264765784114,17.45,Medium Risk
"New York, USA",40.889908,-74.02131,11.88,Commercial,A,8.3,67.8,Manhole,22.7,5,0.12063953488372095,4.54,Low Risk
"Kuala Lumpur, Malaysia",3.037505,101.611958,-3.0,Residential,B,3.09,18.7,CurbInlet,64.5,50,0.15685279187817258,1.29,High Risk
"Durban, South Africa",-29.9059,30.969008,96.15,Institutional,B,3.51,323.1,GratedInlet,37.1,10,0.010829990743597653,3.71,Low Risk
"Paris, France",48.91237,2.42309,25.130000000000003,Commercial,D,5.93,124.8,GratedInlet,47.4,25,0.04713831478537361,1.896,Low Risk
"Lima, Peru",-12.031356,-76.950794,39.63,Residential,D,7.78,146.8,CurbInlet,11.8,10,0.05263870094722598,1.1800000000000002,Low Risk
"Tehran, Iran",35.782901,51.308018,83.34,Commercial,A,5.66,118.9,CurbInlet,58.9,50,0.04720600500417014,1.178,Low Risk
"Shanghai, China",31.364377,121.548792,25.130000000000003,Mixed,C,4.47,88.2,Manhole,18.8,5,0.05011210762331838,3.7600000000000002,Low Risk
"Bengaluru, India",12.910081,77.540188,-3.0,Industrial,C,6.12,89.9,Manhole,21.5,5,0.06732673267326732,4.3,Medium Risk
"New Orleans, USA",29.942636,-90.243223,21.62,Commercial,A,4.84,39.0,CurbInlet,25.7,10,0.121,2.57,Low Risk
"Accra, Ghana",5.591793,-0.140785,22.83,Residential,B,2.83,85.3,GratedInlet,77.2,10,0.03279258400926999,7.720000000000001,Medium Risk
"Tehran, Iran",35.680355,51.299926,38.3,Residential,B,6.25,19.1,GratedInlet,38.2,5,0.31094527363184077,7.640000000000001,Low Risk
"Guangzhou, China",23.200778,113.147624,-1.23,Residential,D,7.14,52.2,CurbInlet,41.5,100,0.13421052631578945,0.415,High Risk
"Singapore, Singapore",1.374447,103.961276,7.11,Commercial,D,6.83,79.1,Manhole,69.7,10,0.08526841448189763,6.970000000000001,High Risk
"Pune, India",18.635076,73.799206,48.21,Green,A,4.75,59.4,Manhole,15.1,5,0.07864238410596026,3.02,Low Risk
"Amsterdam, Netherlands",52.469471,4.856786,-2.69,Industrial,D,8.45,43.9,CurbInlet,37.0,10,0.18819599109131402,3.7,High Risk
"Houston, USA",29.807889,-95.46667,23.13,Residential,D,6.3,142.7,CurbInlet,21.4,2,0.04384133611691023,10.7,Low Risk
"Bengaluru, India",13.060229,77.608438,78.19,Roads,B,5.1,1.0,GratedInlet,15.2,2,2.55,7.6,Low Risk
"Mexico City, Mexico",19.509675,-99.140834,61.03,Roads,C,4.13,392.1,OpenChannel,65.5,5,0.010506232510811498,13.1,Low Risk
"Istanbul, Türkiye",40.987747,28.969673,56.49,Green,B,4.75,60.1,Manhole,28.7,2,0.07774140752864157,14.35,Low Risk
"Mexico City, Mexico",19.575712,-99.09631,24.57,Industrial,B,7.71,48.1,Manhole,27.3,25,0.1570264765784114,1.092,Low Risk
"Pune, India",18.575206,73.970498,-3.0,Commercial,B,7.42,81.9,Manhole,20.7,10,0.08950542822677925,2.07,Medium Risk
"Singapore, Singapore",1.376511,103.86334,8.88,Commercial,C,3.31,136.4,Manhole,150.0,100,0.024090247452692868,1.5,High Risk
"Manila, Philippines",14.7408,121.037862,12.4,Roads,D,3.53,49.3,OpenChannel,34.7,2,0.07017892644135189,17.35,Low Risk
"Taipei, Taiwan",25.022527,121.475552,29.91,Industrial,C,4.77,117.9,CurbInlet,21.9,2,0.04011774600504625,10.95,Low Risk
"Hamburg, Germany",53.3908,10.035679,51.76,Roads,B,10.17,4.3,CurbInlet,33.5,50,1.918867924528302,0.67,Low Risk
"Tehran, Iran",35.640678,51.315357,82.5,Residential,B,2.38,38.4,CurbInlet,40.3,5,0.06040609137055838,8.059999999999999,Medium Risk
"Rotterdam, Netherlands",51.917783,4.40911,2.33,Residential,D,2.61,91.69999999999999,CurbInlet,23.1,10,0.028155339805825245,2.31,Medium Risk
"Copenhagen, Denmark",55.632304,12.618777,23.75,Green,D,6.25,256.6,GratedInlet,27.6,10,0.024262422360248444,2.7600000000000002,Low Risk
"Sao Paulo, Brazil",-23.556091,-46.587018,49.41,Roads,A,7.53,91.69999999999999,CurbInlet,89.6,2,0.08122977346278318,44.8,High Risk
"Ahmedabad, India",23.056499,72.629412,61.69,Industrial,B,7.45,91.69999999999999,CurbInlet,20.0,25,0.08036677454153184,0.8,Low Risk
"Riyadh, Saudi Arabia",24.641361,46.690154,26.41,Residential,B,4.91,32.4,CurbInlet,8.5,5,0.1470059880239521,1.7,Low Risk
"New Orleans, USA",29.8677,-90.058014,14.44,Residential,B,8.6,150.7,CurbInlet,29.7,2,0.05669083717864206,14.85,Low Risk
"Hamburg, Germany",53.469971,10.069403,0.53,Green,B,3.14,274.6,Manhole,32.0,25,0.011393323657474601,1.28,Medium Risk
"Ho Chi Minh City, Vietnam",10.890532,106.51306,14.6,Commercial,C,8.47,67.0,Manhole,90.3,5,0.12455882352941178,18.06,High Risk
"Istanbul, Türkiye",40.905096,28.956286,47.02,Commercial,B,5.89,48.6,Manhole,16.0,5,0.11875,3.2,Low Risk
"Cape Town, South Africa",-33.870557,18.472307,183.7,Green,D,1.93,273.6,CurbInlet,19.9,25,0.007028404952658412,0.7959999999999999,Medium Risk
"Chennai, India",13.188348,80.350287,12.34,Green,D,3.7,108.8,CurbInlet,41.5,25,0.033697632058287796,1.66,Low Risk
"Lima, Peru",-11.98696,-76.957503,61.81,Green,D,2.53,441.6,OpenChannel,40.8,5,0.005716222322638951,8.16,Medium Risk
"Riyadh, Saudi Arabia",24.665252,46.638564,72.93,Mixed,B,6.25,102.3,GratedInlet,12.4,10,0.060503388189738626,1.24,Low Risk
"Philadelphia, USA",39.952134,-75.178309,77.25,Commercial,B,8.14,4.1,Manhole,26.8,25,1.5960784313725493,1.072,Low Risk
"London, UK",51.498276,-0.175483,34.99,Residential,A,3.38,114.4,CurbInlet,63.0,2,0.029289428076256497,31.5,Low Risk
"Riyadh, Saudi Arabia",24.679585,46.755747,-3.0,Roads,B,5.71,87.1,Manhole,8.6,10,0.06481271282633372,0.86,Medium Risk
"Kolkata, India",22.595972,88.401311,23.13,Green,D,6.43,57.2,GratedInlet,26.3,2,0.11048109965635738,13.15,Low Risk
"Brisbane, Australia",-27.482592,153.011911,25.130000000000003,Residential,C,5.42,52.8,CurbInlet,32.4,50,0.10074349442379182,0.648,Low Risk
"Tokyo, Japan",35.659465,139.605611,-3.0,Green,A,7.21,319.7,CurbInlet,43.7,50,0.022482070470845026,0.8740000000000001,Medium Risk
"Washington DC, USA",38.914633,-77.001546,70.97,Roads,B,7.61,330.6,OpenChannel,47.6,5,0.022949336550060314,9.52,Low Risk
"Lima, Peru",-11.993655,-77.024442,21.15,Institutional,A,6.3,129.0,GratedInlet,35.9,100,0.04846153846153846,0.359,Low Risk
"Osaka, Japan",34.611108,135.601162,153.91,Industrial,C,7.75,439.6,OpenChannel,74.0,25,0.017589650476622785,2.96,Low Risk
"Buenos Aires, Argentina",-34.674195,-58.463025,89.19,Institutional,C,6.25,248.5,OpenChannel,21.8,2,0.025050100200400802,10.9,Low Risk
"Hanoi, Vietnam",21.041748,105.761559,73.01,Residential,B,5.23,101.5,Manhole,48.0,25,0.05102439024390244,1.92,Low Risk
"Shanghai, China",31.389409,121.47089,19.02,Roads,B,7.47,185.8,CurbInlet,30.3,2,0.039989293361884365,15.15,Low Risk
"Houston, USA",29.763446,-95.204308,57.12,Residential,D,3.66,49.5,Manhole,21.1,25,0.07247524752475248,0.8440000000000001,Low Risk
"Karachi, Pakistan",24.932233,67.022422,3.04,Residential,C,6.14,371.8,CurbInlet,35.4,10,0.016469957081545063,3.54,Medium Risk
"Lima, Peru",-12.067346,-77.134339,81.9,Commercial,C,10.87,10.6,CurbInlet,26.2,50,0.9370689655172414,0.524,Low Risk
"Philadelphia, USA",39.937856,-75.228937,28.33,Roads,B,10.33,65.7,GratedInlet,35.6,2,0.15487256371814093,17.8,Low Risk
"Rotterdam, Netherlands",51.984869,4.454636,12.3,Residential,B,3.99,91.69999999999999,GratedInlet,55.2,50,0.04304207119741101,1.104,Low Risk
"Kuala Lumpur, Malaysia",3.24852,101.77501,45.01,Industrial,D,11.51,61.9,OpenChannel,73.0,50,0.18298887122416535,1.46,Low Risk
"Copenhagen, Denmark",55.631318,12.581618,2.39,Residential,C,8.09,20.6,Manhole,47.1,50,0.374537037037037,0.9420000000000001,Medium Risk
"Taipei, Taiwan",25.08819,121.553027,73.41,Residential,B,3.33,84.2,CurbInlet,61.9,2,0.03908450704225352,30.95,Low Risk
"Manila, Philippines",14.684029,120.982508,14.78,Informal,A,8.67,109.6,OpenChannel,55.8,25,0.07839059674502713,2.2319999999999998,Low Risk
"Shenzhen, China",22.405906,114.101329,9.54,Commercial,B,6.61,216.0,OpenChannel,85.6,10,0.03046082949308756,8.559999999999999,High Risk
"Brisbane, Australia",-27.346465,153.009891,65.23,Green,B,3.32,134.6,CurbInlet,74.8,25,0.02448377581120944,2.992,Low Risk
"Chennai, India",13.234755,80.281603,6.88,Water,A,5.72,91.69999999999999,OpenChannel,52.9,25,0.06170442286947142,2.116,Medium Risk
"Ho Chi Minh City, Vietnam",10.787952,106.580353,2.07,Institutional,C,7.41,382.3,CurbInlet,46.2,50,0.019332115836159666,0.924,Medium Risk
"Mumbai, India",18.936852,72.829707,19.94,Roads,A,5.04,177.7,OpenChannel,65.7,10,0.02820369334079463,6.57,Low Risk
"Copenhagen, Denmark",55.674157,12.552691,10.95,Commercial,C,7.49,155.9,CurbInlet,39.0,5,0.047737412364563414,7.8,Low Risk
"Osaka, Japan",34.668148,135.467984,88.93,Mixed,B,8.44,31.7,CurbInlet,26.9,50,0.2581039755351682,0.5379999999999999,Low Risk
"Singapore, Singapore",1.440947,103.795449,21.63,Roads,A,7.11,147.4,OpenChannel,55.2,2,0.047911051212938004,27.6,Low Risk
"Rotterdam, Netherlands",51.836494,4.494686,13.08,Commercial,D,8.59,96.5,Manhole,19.2,10,0.0881025641025641,1.92,Low Risk
"Bengaluru, India",12.962712,77.613952,25.130000000000003,Water,A,4.07,19.7,OpenChannel,54.2,2,0.19661835748792272,27.1,Low Risk
"Pune, India",18.662988,74.089304,40.74,Green,D,6.25,165.8,CurbInlet,27.3,25,0.037470023980815344,1.092,Low Risk
"Barcelona, Spain",41.337527,2.162418,-1.72,Roads,A,8.33,98.9,CurbInlet,41.1,2,0.08338338338338339,20.55,Medium Risk
"Karachi, Pakistan",24.892184,67.076192,33.15,Residential,B,5.77,185.0,Manhole,15.5,100,0.031021505376344082,0.155,Low Risk
"Nairobi, Kenya",-1.390578,36.906604,53.41,Green,C,6.61,688.8,CurbInlet,42.5,25,0.009582487677587707,1.7,Low Risk
"Miami, USA",25.514165,-80.337782,3.91,Roads,D,9.57,33.0,GratedInlet,104.2,5,0.28147058823529414,20.84,High Risk
"Seoul, South Korea",37.554769,127.019884,63.2,Institutional,B,3.57,106.9,GratedInlet,22.9,2,0.03308619091751622,11.45,Low Risk
"Bogotá, Colombia",4.72376,-74.159818,-3.0,Residential,B,6.25,96.4,Manhole,21.1,50,0.06416837782340862,0.42200000000000004,Medium Risk
"Lima, Peru",-12.017529,-76.983358,31.07,Roads,B,6.25,20.3,GratedInlet,30.1,50,0.2934272300469484,0.602,Low Risk
"Sydney, Australia",-33.85822,151.097908,4.43,Green,A,6.25,314.1,OpenChannel,26.3,5,0.019834973024436684,5.26,Medium Risk
"New Orleans, USA",30.105616,-90.054217,8.17,Commercial,B,4.15,91.69999999999999,OpenChannel,27.4,2,0.04476806903991371,13.7,Low Risk
"Paris, France",48.794752,2.461056,46.27,Commercial,B,8.49,148.6,GratedInlet,29.6,10,0.056751336898395725,2.96,Low Risk
"Paris, France",48.804512,2.353269,79.22,Residential,C,6.99,154.5,CurbInlet,33.3,5,0.044951768488745984,6.659999999999999,Low Risk
"New York, USA",40.686698,-74.090619,67.85,Commercial,B,5.31,142.5,Manhole,17.6,5,0.037003484320557486,3.5200000000000005,Low Risk
"Ahmedabad, India",22.898055,72.540289,73.9,Green,B,3.76,76.5,GratedInlet,50.7,10,0.04851612903225806,5.07,Low Risk
"Sydney, Australia",-33.933994,151.293151,18.09,Institutional,C,4.63,30.0,OpenChannel,41.1,5,0.14935483870967742,8.22,Low Risk
"Mexico City, Mexico",19.352517,-99.186477,68.77,Roads,A,8.68,3.9,CurbInlet,46.1,100,1.7714285714285714,0.461,Low Risk
"Paris, France",48.740994,2.279908,101.21,Roads,B,4.93,111.4,Manhole,26.3,2,0.043861209964412805,13.15,Low Risk
"Mumbai, India",19.087989,72.896894,20.51,Commercial,D,8.35,75.0,Manhole,58.3,25,0.10986842105263157,2.332,Low Risk
"Rio de Janeiro, Brazil",-22.929879,-43.062853,2.8,Residential,A,6.25,1.4,CurbInlet,58.8,10,2.604166666666667,5.88,Medium Risk
"Tehran, Iran",35.781993,51.284404,86.53,Industrial,B,6.34,149.1,OpenChannel,49.4,50,0.04223850766155896,0.988,Low Risk
"San Francisco, USA",37.725868,-122.370136,199.87,Residential,B,4.02,185.8,OpenChannel,15.1,5,0.021520342612419696,3.02,Low Risk
"Manila, Philippines",14.523032,121.037338,7.73,Residential,B,8.41,263.9,OpenChannel,65.2,5,0.031747829369573426,13.040000000000001,Medium Risk
"Guangzhou, China",23.018796,113.181516,-3.0,Roads,B,3.88,163.3,CurbInlet,71.6,50,0.023615337796713327,1.432,High Risk
"Hamburg, Germany",53.574231,9.907241,85.98,Roads,B,10.67,198.8,OpenChannel,64.4,5,0.0534034034034034,12.88,Low Risk
"Lima, Peru",-12.097714,-77.149043,40.47,Water,D,5.99,218.3,CurbInlet,60.9,2,0.027314181486548107,30.45,Low Risk
"Rotterdam, Netherlands",51.953381,4.489087,5.14,Green,B,5.79,290.9,Manhole,19.3,2,0.01983556012332991,9.65,Medium Risk
"New Orleans, USA",30.059895,-90.00645,15.63,Mixed,A,7.92,48.4,GratedInlet,26.8,50,0.16032388663967612,0.536,Low Risk
"Pune, India",18.515805,73.893303,69.12,Commercial,D,9.22,108.4,CurbInlet,22.0,10,0.08427787934186472,2.2,Low Risk
"Washington DC, USA",38.849125,-77.025252,-3.0,Green,A,6.88,172.3,Manhole,51.2,2,0.03969994229659549,25.6,Medium Risk
"Montreal, Canada",45.378225,-73.588294,112.91,Roads,C,6.66,131.9,Manhole,20.3,25,0.05011286681715575,0.812,Low Risk
"Riyadh, Saudi Arabia",24.761389,46.618214,78.55,Roads,B,6.25,191.1,Manhole,14.1,2,0.0325351379489849,7.05,Low Risk
"Houston, USA",29.69263,-95.42272,57.47,Institutional,D,7.31,144.8,Manhole,42.1,5,0.050137174211248275,8.42,Low Risk
"Lagos, Nigeria",6.530401,3.366467,12.85,Green,B,2.34,190.3,OpenChannel,58.5,50,0.012232096184004181,1.17,Medium Risk
"Hong Kong, China",22.322034,114.254569,1.49,Green,B,2.01,220.4,CurbInlet,86.9,25,0.009078590785907857,3.4760000000000004,High Risk
"Sao Paulo, Brazil",-23.435681,-46.695501,53.23,Roads,B,6.25,8.5,CurbInlet,58.5,5,0.6578947368421053,11.7,Low Risk
"Hyderabad, India",17.409677,78.390015,22.17,Residential,A,6.92,34.6,OpenChannel,50.3,25,0.1943820224719101,2.012,Low Risk
"Shenzhen, China",22.537683,114.035488,-3.0,Residential,B,2.83,74.6,Manhole,41.2,2,0.03743386243386244,20.6,Medium Risk
"Shenzhen, China",22.575624,114.043803,3.7,Roads,B,6.15,52.9,OpenChannel,93.3,5,0.11410018552875696,18.66,High Risk
"Lagos, Nigeria",6.457234,3.406915,12.78,Residential,C,6.43,37.5,Manhole,49.8,2,0.167012987012987,24.9,Low Risk
"Chennai, India",13.157692,80.30691,22.1,Roads,B,9.23,4.9,Manhole,91.8,10,1.5644067796610168,9.18,High Risk
"Delhi, India",28.680172,77.118965,28.49,Roads,B,10.16,91.5,Manhole,50.5,50,0.10983783783783783,1.01,Low Risk
"Istanbul, Türkiye",40.973665,28.836225,22.81,Commercial,B,6.25,127.6,CurbInlet,16.9,2,0.04860031104199067,8.45,Low Risk
"Dubai, UAE",25.107066,55.291682,65.18,Industrial,B,9.88,96.8,GratedInlet,9.9,2,0.10102249488752557,4.95,Low Risk
"Hong Kong, China",22.275331,114.066262,-0.54,Industrial,B,10.43,287.2,OpenChannel,60.2,2,0.03619014573213047,30.1,Medium Risk
"Sao Paulo, Brazil",-23.607566,-46.65442,25.130000000000003,Residential,B,6.25,214.5,OpenChannel,79.5,25,0.029002320185614848,3.18,Low Risk
"Barcelona, Spain",41.546001,2.149377,22.64,Green,B,1.74,176.1,GratedInlet,65.3,5,0.009824957651044608,13.059999999999999,Medium Risk
"Shanghai, China",31.350399,121.515148,12.56,Industrial,A,9.53,117.6,GratedInlet,23.1,100,0.08035413153456998,0.231,Low Risk
"Istanbul, Türkiye",40.961125,28.841423,40.81,Industrial,A,5.46,70.9,GratedInlet,50.3,5,0.07593880389429764,10.059999999999999,Low Risk
"Jakarta, Indonesia",-6.237599,106.888409,19.91,Commercial,C,6.27,136.6,GratedInlet,26.6,10,0.04556686046511628,2.66,Low Risk
"Sydney, Australia",-33.904719,151.081554,14.83,Informal,B,7.66,55.4,Manhole,27.7,100,0.13581560283687943,0.27699999999999997,Low Risk
"Ahmedabad, India",23.169613,72.618909,37.12,Institutional,C,5.07,224.6,CurbInlet,21.3,5,0.02247340425531915,4.26,Low Risk
"Dhaka, Bangladesh",23.854322,90.467371,-3.0,Residential,C,2.5,71.6,OpenChannel,100.1,50,0.03443526170798898,2.002,High Risk
"Bengaluru, India",12.904517,77.530421,112.99,Informal,C,8.78,137.7,CurbInlet,43.6,2,0.06330209084354722,21.8,Low Risk
"Rio de Janeiro, Brazil",-23.033853,-43.101966,2.68,Industrial,B,6.25,91.69999999999999,Manhole,76.6,50,0.06742179072276161,1.5319999999999998,Medium Risk
"Riyadh, Saudi Arabia",24.776093,46.710111,39.68,Residential,C,4.94,52.0,CurbInlet,32.3,5,0.09320754716981133,6.459999999999999,Low Risk
"London, UK",51.549938,-0.107785,45.56,Residential,A,2.91,50.7,OpenChannel,47.3,10,0.056286266924564794,4.7299999999999995,Medium Risk
"Houston, USA",29.762999,-95.489522,5.62,Green,B,5.69,316.4,GratedInlet,55.8,50,0.017926906112161314,1.1159999999999999,Medium Risk
"Bangkok, Thailand",13.779823,100.463987,23.35,Commercial,D,4.94,37.6,CurbInlet,78.9,50,0.12797927461139896,1.578,Low Risk
"Bogotá, Colombia",4.607249,-73.997026,-3.0,Industrial,D,5.2,32.5,Manhole,42.7,5,0.15522388059701492,8.540000000000001,High Risk
"Pune, India",18.537123,73.914859,82.49,Residential,B,6.25,91.69999999999999,CurbInlet,32.9,10,0.06742179072276161,3.29,Low Risk
"Amsterdam, Netherlands",52.392608,4.965928,7.1,Residential,B,5.02,11.8,CurbInlet,16.9,2,0.39218749999999997,8.45,Medium Risk
"Amsterdam, Netherlands",52.378298,4.913748,6.59,Residential,B,5.93,22.1,CurbInlet,24.7,2,0.25670995670995667,12.35,Medium Risk
"Amsterdam, Netherlands",52.331293,4.853567,-3.0,Commercial,C,9.43,91.69999999999999,CurbInlet,10.9,25,0.1017259978425027,0.436,Medium Risk
"Tehran, Iran",35.657215,51.380266,110.22,Roads,B,5.67,200.2,CurbInlet,43.5,5,0.028180914512922466,8.7,Low Risk
"Copenhagen, Denmark",55.672756,12.498374,27.9,Industrial,A,7.97,17.1,CurbInlet,34.4,10,0.44033149171270713,3.44,Low Risk
